title,console,genre_x,publisher,developer_x,critic_score,total_sales,release_date_x,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,user_score,Title,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,company,stock
X-Men Legends II: Rise of Apocalypse,XB,Role-Playing,Activision,Raven Software,83.0,0.44,2005-09-20,0.3,0.12,0.0,0.02,0.44,50.0,199.0,T,,,,,,,87.0,X-Men Legends II: Rise of Apocalypse,RavenSoftware,Role-Playing;Action RPG,XB,84.0,85.0,4  Online,Activision Blizzard,ATVI
Eternal Sonata,PS3,Role-Playing,Namco Bandai,Tri-Crescendo,83.0,0.44,2008-10-21,0.19,0.12,0.07,0.05,0.44,34.0,117.0,T,,,,,,,78.0,Eternal Sonata,Tri-Crescendo,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PS3,80.0,77.0,1 Player,Bandai Namco,7832.T
InuYasha: The Secret of the Cursed Mask,PS2,Role-Playing,Bandai,Kamui,51.0,0.43,2004-11-02,0.21,0.17,0.0,0.06,0.43,7.0,28.0,T,,,,,,,81.0,,,,,,,,Bandai Namco,7832.T
Alpha Protocol,PS3,Role-Playing,Sega,Obsidian Entertainment,64.0,0.43,2010-06-01,0.19,0.17,0.0,0.07,0.43,49.0,117.0,M,,,,,,,69.0,,,,,,,,Sega,6460.T
EverQuest Online Adventures,PS2,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,74.0,0.43,2003-02-09,0.21,0.16,0.0,0.05,0.43,22.0,33.0,T,,,,,,,82.0,,,,,,,,Sony,SONY
Tales of the World: Radiant Mythology,PSP,Role-Playing,Namco Bandai,Alfa System,70.0,0.43,2007-07-17,0.17,0.01,0.23,0.02,0.43,27.0,25.0,T,,,,,,,78.0,,,,,,,,Bandai Namco,7832.T
Dawn of Mana,PS2,Role-Playing,Square Enix,Square Enix,63.0,0.43,2007-05-24,0.07,0.05,0.29,0.02,0.43,27.0,11.0,T,,,,,,,68.0,,,,,,,,Square Enix,SQNXF
Mega Man Battle Network,GBA,Role-Playing,Capcom,Capcom,79.0,0.42,2001-10-30,0.14,0.05,0.22,0.01,0.42,10.0,24.0,E,,,,,,,89.0,Mega Man Battle Network,Capcom,Role-Playing;Action RPG,GBA,79.0,83.0,1 Player,Capcom,CCOEF
Fossil Fighters: Frontier,3DS,Role-Playing,Nintendo,Spike Chunsoft,57.0,0.42,2015-03-20,0.08,0.04,0.23,0.01,0.36,25.0,19.0,E10+,2.0,18.0,5.0,2.0,3.0,8.0,48.0,,,,,,,2 ,Nintendo,NTDOY
Radiata Stories,PS2,Role-Playing,Square Enix,tri-Ace,77.0,0.65,2005-09-06,0.18,0.14,0.29,0.05,0.65,36.0,54.0,T,,,,,,,90.0,,,,,,,,Square Enix,SQNXF
Sword Art Online: Lost Song,PSV,Role-Playing,Namco Bandai Games,Namco Bandai Games,70.0,0.41,2015-11-17,0.06,0.04,0.23,0.03,0.36,4.0,27.0,T,,,,,,,71.0,,,,,,,,Bandai Namco,7832.T
Sword Art Online: Hollow Realization,PS4,Role-Playing,Namco Bandai Games,Aquria,69.0,0.41,2016-11-08,0.06,0.02,0.1,0.02,0.19,32.0,52.0,T,12.0,22.0,0.0,11.0,2.0,5.0,77.0,,,,,,,Up to 4 ,Bandai Namco,7832.T
Project X Zone,3DS,Role-Playing,Namco Bandai Games,Banpresto,65.0,0.4,2013-06-25,0.18,0.04,0.15,0.02,0.39,53.0,146.0,T,22.0,29.0,2.0,21.0,11.0,2.0,73.0,,,,,,,1 Player,Bandai Namco,7832.T
Marvel: Ultimate Alliance,Wii,Role-Playing,Activision,Vicarious Visions,69.0,0.4,2006-11-14,0.36,0.0,0.0,0.03,0.4,31.0,29.0,T,,,,,,,73.0,,,,,,,,Activision Blizzard,ATVI
Naruto: Path of the Ninja,DS,Role-Playing,D3 Publisher,TOSE,57.0,0.4,2007-10-23,0.37,0.0,0.0,0.03,0.4,18.0,9.0,E10+,,,,,,,72.0,,,,,,,,Bandai Namco,7832.T
Deus Ex: Mankind Divided,XOne,Role-Playing,Square Enix,Eidos Montreal,83.0,0.39,2016-08-23,0.09,0.06,0.0,0.01,0.17,18.0,175.0,M,15.0,3.0,0.0,19.0,5.0,7.0,72.0,Deus Ex: Mankind Divided,EidosMontreal,Action Adventure;General,XOne,83.0,73.0,No Online Multiplayer,Square Enix,SQNXF
Alpha Protocol,X360,Role-Playing,Sega,Obsidian Entertainment,68.0,0.39,2010-06-01,0.23,0.12,0.0,0.04,0.39,68.0,201.0,M,,,,,,,72.0,,,,,,,,Sega,6460.T
Dungeon Siege III,PS3,Role-Playing,Square Enix,Obsidian Entertainment,73.0,0.39,2011-06-21,0.17,0.13,0.03,0.05,0.39,52.0,86.0,T,,,,,,,63.0,,,,,,,,Square Enix,SQNXF
Dragon's Crown,PSV,Role-Playing,Atlus,Vanillaware,78.0,0.39,2013-08-06,0.14,0.05,0.12,0.05,0.35,15.0,198.0,T,12.0,4.0,0.0,23.0,5.0,2.0,84.0,,,,,,,Up to 4 ,Sega,SGAMY
Mass Effect 2,PC,Role-Playing,Electronic Arts,BioWare Corp.,96.0,0.39,2010-01-26,0.01,0.32,0.0,0.06,0.39,55.0,3559.0,M,,,,,,,88.0,Mass Effect 2,BioWare,Role-Playing;Action RPG;Action RPG,PC,94.0,88.0,No Online Multiplayer,EA,EA
Marvel: Ultimate Alliance,PS3,Role-Playing,Activision,Raven Software,77.0,0.38,2006-11-17,0.33,0.02,0.0,0.03,0.38,35.0,49.0,T,,,,,,,76.0,Marvel: Ultimate Alliance,RavenSoftware,Role-Playing;Action RPG;Action RPG,PS3,78.0,76.0,Up to 4 ,Activision Blizzard,ATVI
Shin Megami Tensei: Nocturne,PS2,Role-Playing,Atlus,Atlus Co.,80.0,0.38,2004-10-12,0.07,0.05,0.25,0.02,0.38,42.0,83.0,M,,,,,,,87.0,Shin Megami Tensei: Nocturne,AtlusCo.,Role-Playing;Console-style RPG,PS2,82.0,88.0,1 Player,Sega,SGAMY
Kingdom Under Fire: Circle of Doom,X360,Role-Playing,Microsoft,Blue Side,55.0,0.37,2008-01-08,0.18,0.12,0.04,0.03,0.37,44.0,49.0,M,,,,,,,59.0,,,,,,,,Microsoft,MSFT
Dungeon Siege III,X360,Role-Playing,Square Enix,Obsidian Entertainment,72.0,0.37,2011-06-21,0.21,0.12,0.01,0.03,0.37,55.0,102.0,T,,,,,,,59.0,,,,,,,,Square Enix,SQNXF
Marvel: Ultimate Alliance,PSP,Role-Playing,Activision,Vicarious Visions,85.0,0.37,2006-10-24,0.33,0.0,0.0,0.03,0.37,19.0,14.0,T,,,,,,,75.0,Marvel: Ultimate Alliance,VicariousVisions,Role-Playing;Action RPG;Action RPG,PSP,81.0,74.0,4  Online,Activision Blizzard,ATVI
Dragon Ball Z: Attack of the Saiyans,DS,Role-Playing,Namco Bandai,Monolith Soft,72.0,0.36,2009-11-10,0.12,0.02,0.21,0.01,0.36,21.0,24.0,E10+,,,,,,,79.0,,,,,,,,Bandai Namco,7832.T
Okage: Shadow King,PS2,Role-Playing,Sony Computer Entertainment,Zener Works,70.0,0.36,2001-10-01,0.14,0.11,0.08,0.04,0.36,23.0,14.0,T,,,,,,,85.0,,,,,,,,Sony,SONY
Valkyrie Profile: Lenneth,PSP,Role-Playing,Square Enix,tri-Ace,81.0,0.36,2006-07-18,0.17,0.01,0.16,0.02,0.36,39.0,57.0,T,,,,,,,84.0,Valkyrie Profile: Lenneth,TOSE,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PSP,80.0,86.0,No Online Multiplayer,Square Enix,SQNXF
Arc the Lad: Twilight of the Spirits,PS2,Role-Playing,Sony Computer Entertainment,Cattle Call,73.0,0.36,2003-06-25,0.18,0.14,0.0,0.05,0.36,39.0,33.0,T,,,,,,,85.0,,,,,,,,Sony,SONY
Sword Art Online: Lost Song,PS4,Role-Playing,Namco Bandai Games,Namco Bandai Games,63.0,0.36,2015-11-17,0.1,0.11,0.0,0.04,0.25,32.0,60.0,T,2.0,27.0,3.0,8.0,3.0,4.0,63.0,,,,,,,Up to 16 ,Bandai Namco,7832.T
Suikoden V,PS2,Role-Playing,Konami,Hudson Soft,79.0,0.35,2006-03-21,0.08,0.06,0.19,0.02,0.35,43.0,109.0,T,,,,,,,76.0,,,,,,,,Konami,9766.T
Persona 2: Eternal Punishment,PS,Role-Playing,Atlus,Atlus Co.,87.0,0.35,2000-12-22,0.03,0.02,0.28,0.02,0.35,11.0,25.0,T,,,,,,,84.0,Persona 2: Eternal Punishment,AtlusCo.,Role-Playing;Console-style RPG,PS,83.0,72.0,1 Player,Sega,SGAMY
World of Final Fantasy,PSV,Role-Playing,Square Enix,Square Enix,77.0,0.35,2016-10-25,0.04,0.06,0.08,0.03,0.21,5.0,46.0,E10+,,,,,,,86.0,,,,,,,,Square Enix,SQNXF
Odin Sphere: Leifthrasir,PS4,Role-Playing,Atlus,Vanillaware,87.0,0.34,2016-06-07,0.07,0.04,0.07,0.02,0.2,49.0,178.0,T,,,,,,,82.0,,,,,,,,Sega,SGAMY
Xenosaga Episode III: Also sprach Zarathustra,PS2,Role-Playing,Namco,Monolith Soft,79.0,0.37,2006-08-29,0.09,0.07,0.18,0.02,0.37,34.0,59.0,T,,,,,,,90.0,Xenosaga Episode III: Also sprach Zarathustra,MonolithSoft,Role-Playing;Console-style RPG,PS2,81.0,87.0,1 Player,Bandai Namco,7832.T
Star Ocean: Second Evolution,PSP,Role-Playing,Square Enix,TOSE Software,80.0,0.34,2009-01-20,0.14,0.01,0.16,0.02,0.34,37.0,26.0,T,,,,,,,71.0,,,,,,,,Square Enix,SQNXF
Lord of Arcana,PSP,Role-Playing,Square Enix,Square Enix,47.0,0.34,2011-01-25,0.07,0.04,0.17,0.03,0.32,45.0,21.0,M,,,,,,,55.0,,,,,,,,Square Enix,SQNXF
Untold Legends: The Warriors Code,PSP,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,68.0,0.33,2006-03-28,0.14,0.12,0.0,0.08,0.33,46.0,28.0,T,,,,,,,83.0,,,,,,,,Sony,SONY
Jeanne d'Arc,PSP,Role-Playing,Sony Computer Entertainment,Level 5,84.0,0.33,2007-08-21,0.21,0.0,0.1,0.02,0.33,45.0,74.0,T,,,,,,,82.0,Jeanne d'Arc,Level5,Strategy;Turn-Based;Historic;Historic;Tactics,PSP,87.0,83.0,1 Player,Sony,SONY
Etrian Odyssey,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,74.0,0.33,2007-05-15,0.19,0.02,0.09,0.02,0.33,30.0,37.0,T,,,,,,,85.0,,,,,,,,Sega,SGAMY
Resonance of Fate,X360,Role-Playing,Sega,tri-Ace,74.0,0.33,2010-03-16,0.12,0.13,0.06,0.03,0.33,43.0,96.0,T,,,,,,,77.0,,,,,,,,Sega,6460.T
Disgaea: Hour of Darkness,PS2,Role-Playing,Atlus,Nippon Ichi Software,88.0,0.33,2003-08-27,0.16,0.13,0.0,0.04,0.33,42.0,74.0,T,,,,,,,89.0,Disgaea: Hour of Darkness,NipponIchiSoftware,Strategy;Turn-Based;Fantasy,PS2,84.0,88.0,1 Player,Sega,SGAMY
Fable III,PC,Role-Playing,Microsoft Game Studios,Lionhead Studios,70.0,0.33,2011-05-17,0.1,0.17,0.0,0.05,0.32,39.0,555.0,M,23.0,16.0,0.0,35.0,38.0,67.0,54.0,,,,,,,1 Player,Microsoft,MSFT
Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,Square Enix,Square Enix,65.0,0.32,2007-11-20,0.26,0.0,0.02,0.02,0.3,4.0,5.0,T,,,,,,,58.0,,,,,,,,Square Enix,SQNXF
Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,n-Space,56.0,0.32,2009-09-15,0.25,0.05,0.0,0.03,0.32,8.0,16.0,T,,,,,,,52.0,,,,,,,,Activision Blizzard,ATVI
Eternal Sonata,X360,Role-Playing,Namco Bandai,Tri-Crescendo,79.0,0.32,2007-09-17,0.19,0.04,0.08,0.02,0.32,56.0,97.0,T,,,,,,,79.0,Eternal Sonata,Tri-Crescendo,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,X360,79.0,79.0,1 Player,Bandai Namco,7832.T
Folklore,PS3,Role-Playing,Sony Computer Entertainment,Game Republic,75.0,0.32,2007-10-09,0.2,0.04,0.05,0.03,0.32,55.0,145.0,T,,,,,,,87.0,,,,,,,,Sony,SONY
Shin Megami Tensei: Devil Survivor 2,DS,Role-Playing,Atlus,Atlus Co.,79.0,0.31,2012-02-28,0.16,0.01,0.12,0.01,0.31,21.0,45.0,T,,,,,,,88.0,Shin Megami Tensei: Devil Survivor 2,Atlus,Role-Playing;Strategy;Turn-Based;General;General;Tactics,DS,79.0,81.0,No Online Multiplayer,Sega,SGAMY
Etrian Odyssey III: The Drowned City,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,73.0,0.31,2010-09-21,0.12,0.0,0.19,0.01,0.31,23.0,21.0,E10+,,,,,,,80.0,,,,,,,,Sega,SGAMY
Monster Lab,Wii,Role-Playing,Eidos Interactive,Backbone Entertainment,73.0,0.31,2008-11-04,0.27,0.02,0.0,0.02,0.31,11.0,14.0,E10+,,,,,,,84.0,,,,,,,,Square Enix,SQNXF
Orphen: Scion of Sorcery,PS2,Role-Playing,Activision,Shade,54.0,0.31,2000-10-23,0.15,0.12,0.0,0.04,0.31,15.0,8.0,T,,,,,,,58.0,,,,,,,,Activision Blizzard,ATVI
Sword Art Online: Hollow Fragment,PSV,Role-Playing,Namco Bandai Games,Bandai Namco Games,67.0,0.3,2014-08-19,0.0,0.0,0.3,0.0,0.3,28.0,131.0,T,7.0,20.0,1.0,17.0,8.0,1.0,76.0,,,,,,,Up to 4 ,Bandai Namco,7832.T
Magna Carta 2,X360,Role-Playing,Namco Bandai,SoftMax,66.0,0.3,2009-10-13,0.13,0.07,0.07,0.02,0.3,49.0,57.0,T,,,,,,,70.0,,,,,,,,Bandai Namco,7832.T
Radiant Historia,DS,Role-Playing,Atlus,Atlus Co.,85.0,0.3,2011-02-22,0.19,0.0,0.09,0.01,0.29,30.0,81.0,E10+,,,,,,,90.0,Radiant Historia,Atlus,Role-Playing;General;General;Japanese-Style,DS,85.0,85.0,No Online Multiplayer,Sega,SGAMY
Grandia II,PS2,Role-Playing,Ubisoft,Game Arts,74.0,0.29,2002-01-28,0.14,0.11,0.0,0.04,0.29,19.0,31.0,T,,,,,,,86.0,,,,,,,,Ubisoft,UBSFY
Fable: The Journey,X360,Role-Playing,Microsoft Studios,Lionhead Studios,61.0,0.29,2012-10-09,0.18,0.08,0.0,0.02,0.28,70.0,80.0,T,,,,,,,48.0,,,,,,,,Microsoft,MSFT
Glory of Heracles,DS,Role-Playing,Nintendo,Paon Corporation,68.0,0.29,2010-01-18,0.19,0.0,0.08,0.01,0.29,23.0,18.0,E10+,,,,,,,73.0,,,,,,,,Nintendo,NTDOY
X-Men Legends II: Rise of Apocalypse,PSP,Role-Playing,Activision,Vicarious Visions,85.0,0.29,2005-10-18,0.25,0.01,0.0,0.02,0.29,30.0,43.0,T,,,,,,,82.0,X-Men Legends II: Rise of Apocalypse,VicariousVisions,Role-Playing;Action RPG;Action RPG,PSP,84.0,83.0,4  Online,Activision Blizzard,ATVI
NieR,X360,Role-Playing,Square Enix,Cavia Inc.,64.0,0.29,2010-04-27,0.13,0.1,0.04,0.02,0.29,60.0,126.0,M,,,,,,,83.0,,,,,,,,Square Enix,SQNXF
The Lord of the Rings: The Third Age,GC,Role-Playing,Electronic Arts,EA Redwood Shores,79.0,0.29,2004-11-02,0.22,0.06,0.0,0.01,0.29,25.0,19.0,T,,,,,,,78.0,,,,,,,,EA,EA
The Legend of Legacy,3DS,Role-Playing,Atlus,Cattle Call,60.0,0.29,2015-10-13,0.12,0.01,0.1,0.02,0.25,31.0,54.0,E10+,13.0,16.0,2.0,7.0,3.0,2.0,71.0,,,,,,,,Sega,SGAMY
Tales of Phantasia,GBA,Role-Playing,Nintendo,Wolfteam / Namco Tales Studio,70.0,0.29,2006-03-06,0.08,0.03,0.17,0.01,0.29,29.0,24.0,E10+,,,,,,,81.0,,,,,,,,Nintendo,NTDOY
Final Fantasy VI Advance,GBA,Role-Playing,Nintendo,Square Enix,91.0,0.28,2007-02-05,0.0,0.0,0.28,0.01,0.28,25.0,190.0,E10+,,,,,,,84.0,Final Fantasy VI Advance,TOSE,Role-Playing;Console-style RPG,GBA,92.0,86.0,1-2 ,Nintendo,NTDOY
Shin Megami Tensei: Strange Journey,DS,Role-Playing,Atlus,Atlus Co.,80.0,0.28,2010-03-23,0.13,0.0,0.14,0.01,0.28,26.0,69.0,M,,,,,,,87.0,Shin Megami Tensei: Strange Journey,Atlus,Role-Playing;First-Person;First-Person;Western-Style,DS,80.0,82.0,No Online Multiplayer,Sega,SGAMY
Etrian Mystery Dungeon,3DS,Role-Playing,Atlus,Spike Chunsoft,76.0,0.28,2015-04-07,0.09,0.01,0.13,0.01,0.24,44.0,49.0,E10+,30.0,13.0,1.0,7.0,3.0,3.0,79.0,Etrian Mystery Dungeon,SpikeChunsoft,Role-Playing;General;Roguelike,3DS,77.0,78.0,not specified,Sega,SGAMY
Game of Thrones,PC,Role-Playing,Atlus,Cyanide Studios,58.0,0.08,2012-05-15,0.0,0.07,0.0,0.01,0.08,23.0,345.0,M,2.0,16.0,5.0,45.0,25.0,13.0,65.0,,,,,,,No Online Multiplayer,Sega,SGAMY
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Role-Playing,Namco,tri-Crescendo / Monolith Soft,82.0,0.27,2004-11-16,0.21,0.05,0.0,0.01,0.27,48.0,59.0,T,,,,,,,90.0,Baten Kaitos: Eternal Wings and the Lost Ocean,MonolithSoft,Role-Playing;Console-style RPG,GC,80.0,85.0,1 Player,Bandai Namco,7832.T
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,Role-Playing,Square Enix,Racjin,67.0,0.27,2005-07-12,0.13,0.1,0.0,0.03,0.27,21.0,20.0,T,,,,,,,84.0,,,,,,,,Square Enix,SQNXF
Suikoden Tierkreis,DS,Role-Playing,Konami,Konami,77.0,0.27,2009-03-17,0.09,0.01,0.15,0.01,0.26,24.0,37.0,E10+,,,,,,,74.0,,,,,,,,Konami,9766.T
Etrian Odyssey II: Heroes of Lagaard,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,84.0,0.26,2008-06-13,0.09,0.0,0.16,0.01,0.26,17.0,24.0,E10+,,,,,,,89.0,Etrian Odyssey II: Heroes of Lagaard,Atlus,Role-Playing;First-Person;First-Person;Western-Style,DS,82.0,83.0,No Online Multiplayer,Sega,SGAMY
Shin Megami Tensei: Devil Survivor,DS,Role-Playing,Atlus,Atlus Co.,84.0,0.26,2009-06-23,0.13,0.0,0.12,0.01,0.26,28.0,79.0,T,,,,,,,88.0,Shin Megami Tensei: Devil Survivor,Atlus,Role-Playing;Strategy;Turn-Based;General;General;Tactics,DS,84.0,80.0,not specified,Sega,SGAMY
Stella Glow,3DS,Role-Playing,Atlus,imageepoch Inc.,75.0,0.26,2015-11-17,0.16,0.01,0.05,0.02,0.24,32.0,82.0,T,24.0,8.0,0.0,18.0,3.0,1.0,80.0,Stella Glow,"ImageEpoch,Imageepoch",Strategy;Turn-Based;General,3DS,79.0,84.0,No Online Multiplayer,Sega,SGAMY
Final Fantasy V Advance,GBA,Role-Playing,Nintendo,Square Enix,82.0,0.26,2006-11-06,0.0,0.0,0.26,0.01,0.26,25.0,75.0,E,,,,,,,72.0,Final Fantasy V Advance,TOSE,Role-Playing;Console-style RPG,GBA,83.0,73.0,1 Player,Nintendo,NTDOY
Legaia 2: Duel Saga,PS2,Role-Playing,Eidos Interactive,Contrail,67.0,0.26,2002-10-01,0.13,0.1,0.0,0.03,0.26,21.0,43.0,T,,,,,,,84.0,,,,,,,,Square Enix,SQNXF
Game of Thrones,X360,Role-Playing,Atlus,Cyanide Studios,52.0,0.26,2012-05-15,0.15,0.08,0.0,0.02,0.25,35.0,126.0,M,,,,,,,52.0,,,,,,,,Sega,SGAMY
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,Square Enix,Square Enix,69.0,0.25,2009-03-24,0.13,0.06,0.05,0.02,0.25,29.0,11.0,E10+,,,,,,,56.0,,,,,,,,Square Enix,SQNXF
Persona Q: Shadow of the Labyrinth,3DS,Role-Playing,Atlus,Atlus,83.0,0.72,2014-11-25,0.34,0.07,0.27,0.04,0.72,56.0,169.0,M,50.0,6.0,0.0,20.0,6.0,6.0,81.0,Persona Q: Shadow of the Labyrinth,Atlus,Role-Playing;Console-style RPG;Japanese-Style,3DS,83.0,78.0,No Online Multiplayer,Sega,SGAMY
The Elder Scrolls IV: Oblivion,PC,Role-Playing,Take-Two Interactive,Bethesda Softworks,92.0,0.25,2009-07-07,0.01,0.2,0.0,0.04,0.25,54.0,2454.0,M,,,,,,,81.0,The Elder Scrolls IV: Oblivion,BethesdaSoftworks,Role-Playing;First-Person;First-Person;Western-Style,PC,94.0,81.0,No Online Multiplayer,Take Two Interactive,TTWO
Grandia,PS,Role-Playing,Sony Computer Entertainment,Game Arts,84.0,0.25,1999-09-30,0.14,0.09,0.0,0.02,0.25,14.0,77.0,E,,,,,,,90.0,Grandia,GameArts,Role-Playing;Console-style RPG,PS,89.0,70.0,1 Player,Sony,SONY
Final Fantasy XI: Chains of Promathia,PS2,Role-Playing,Square Enix,Square Enix,73.0,0.25,2004-09-21,0.12,0.09,0.0,0.03,0.25,13.0,10.0,T,,,,,,,80.0,,,,,,,,Square Enix,SQNXF
X-Men Legends II: Rise of Apocalypse,GC,Role-Playing,Activision,Raven Software,82.0,0.25,2005-09-20,0.19,0.05,0.0,0.01,0.25,34.0,26.0,T,,,,,,,62.0,X-Men Legends II: Rise of Apocalypse,RavenSoftware,Role-Playing;Action RPG,GC,82.0,62.0,1-4 ,Activision Blizzard,ATVI
Digimon World: Data Squad,PS2,Role-Playing,Namco Bandai,Bec,43.0,0.24,2007-09-18,0.12,0.09,0.0,0.03,0.24,12.0,20.0,E10+,,,,,,,80.0,,,,,,,,Bandai Namco,7832.T
7th Dragon III Code: VFD,3DS,Role-Playing,Sega,Sega,75.0,0.24,2016-07-12,0.04,0.0,0.12,0.0,0.17,26.0,38.0,T,18.0,12.0,0.0,7.0,1.0,0.0,82.0,,,,,,,No Online Multiplayer,Sega,6460.T
Game of Thrones,PS3,Role-Playing,Atlus,Cyanide Studios,53.0,0.24,2012-05-15,0.1,0.1,0.0,0.03,0.24,14.0,81.0,M,,,,,,,55.0,,,,,,,,Sega,SGAMY
Percy Jackson and the Olympians: The Lightning Thief,DS,Role-Playing,Activision,20th Century Fox Video Games,56.0,0.24,2010-02-09,0.22,0.01,0.0,0.02,0.24,6.0,12.0,E10+,,,,,,,69.0,,,,,,,,Activision Blizzard,ATVI
Luminous Arc,DS,Role-Playing,Atlus,imageepoch Inc.,68.0,0.24,2007-08-14,0.16,0.0,0.06,0.01,0.24,25.0,24.0,T,,,,,,,70.0,,,,,,,,Sega,SGAMY
Naruto: Path of the Ninja 2,DS,Role-Playing,D3 Publisher,TOSE,62.0,0.23,2008-10-15,0.22,0.0,0.0,0.02,0.23,18.0,6.0,E10+,,,,,,,75.0,,,,,,,,Bandai Namco,7832.T
Sands of Destruction,DS,Role-Playing,Sega,imageepoch Inc.,65.0,0.23,2010-01-12,0.09,0.0,0.13,0.01,0.23,20.0,18.0,T,,,,,,,79.0,,,,,,,,Sega,6460.T
Valkyrie Profile: Covenant of the Plume,DS,Role-Playing,Square Enix,tri-Ace,75.0,0.42,2009-03-16,0.22,0.02,0.16,0.02,0.42,35.0,12.0,T,,,,,,,68.0,,,,,,,,Square Enix,SQNXF
Soul Sacrifice Delta,PSV,Role-Playing,Sony Computer Entertainment,SCE Japan Studio,82.0,0.23,2014-05-13,0.0,0.08,0.12,0.02,0.22,24.0,125.0,M,23.0,1.0,0.0,22.0,2.0,0.0,84.0,Soul Sacrifice Delta,SCEJapanStudio,Role-Playing;Action RPG,PSV,82.0,85.0,Up to 4 ,Sony,SONY
Lunar Knights,DS,Role-Playing,Konami,Kojima Productions,82.0,0.23,2007-02-06,0.17,0.01,0.04,0.01,0.23,39.0,25.0,E10+,,,,,,,78.0,Lunar Knights,KojimaProductions,Role-Playing;Action RPG;Action RPG,DS,82.0,78.0,1 Player,Konami,9766.T
Final Fantasy XI: Treasures of Aht Urhgan,PS2,Role-Playing,Square Enix,Square Enix,87.0,0.23,2006-04-18,0.06,0.05,0.1,0.02,0.23,4.0,13.0,T,,,,,,,71.0,,,,,,,,Square Enix,SQNXF
Skies of Arcadia Legends,GC,Role-Playing,Sega,Overworks,86.0,0.22,2003-01-27,0.17,0.04,0.0,0.01,0.22,31.0,95.0,T,,,,,,,92.0,Skies of Arcadia Legends,Overworks,Role-Playing;Console-style RPG,GC,84.0,87.0,1 Player,Sega,6460.T
Breath of Fire,GBA,Role-Playing,Capcom,Capcom,78.0,0.22,2001-12-13,0.11,0.04,0.06,0.0,0.22,17.0,9.0,E,,,,,,,88.0,Breath of Fire,Capcom,Role-Playing;Console-style RPG,GBA,79.0,76.0,1-2 ,Capcom,CCOEF
Luminous Arc 2,DS,Role-Playing,Atlus,imageepoch Inc.,75.0,0.22,2008-11-18,0.2,0.0,0.0,0.02,0.22,19.0,14.0,T,,,,,,,77.0,,,,,,,,Sega,SGAMY
Magna Carta: Tears of Blood,PS2,Role-Playing,Atlus,SoftMax,61.0,0.22,2005-11-16,0.11,0.08,0.0,0.03,0.22,34.0,22.0,T,,,,,,,70.0,,,,,,,,Sega,SGAMY
Shin Megami Tensei: Persona,PSP,Role-Playing,Atlus,Atlus Co.,76.0,0.22,2009-09-22,0.08,0.0,0.13,0.01,0.22,30.0,47.0,T,,,,,,,80.0,Shin Megami Tensei: Persona,ITL,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PSP,78.0,73.0,not specified,Sega,SGAMY
Lords of the Fallen,XOne,Role-Playing,Namco Bandai Games,DECK13 Interactive,71.0,0.22,2014-10-28,0.1,0.1,0.0,0.02,0.22,13.0,166.0,M,7.0,6.0,0.0,17.0,14.0,12.0,67.0,,,,,,,,Bandai Namco,7832.T
Growlanser: Heritage of War,PS2,Role-Playing,Atlus,Career Soft,60.0,0.22,2007-09-18,0.11,0.08,0.0,0.03,0.22,7.0,9.0,T,,,,,,,79.0,,,,,,,,Sega,SGAMY
Heroes of Ruin,3DS,Role-Playing,Square Enix,n-Space,66.0,0.21,2012-07-17,0.13,0.07,0.0,0.02,0.21,53.0,50.0,T,17.0,34.0,2.0,6.0,5.0,1.0,74.0,,,,,,,Up to 4 ,Square Enix,SQNXF
Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,High Horse Entertainment,74.0,0.21,2008-07-08,0.09,0.0,0.11,0.01,0.21,34.0,20.0,E10+,,,,,,,80.0,,,,,,,,Square Enix,SQNXF
Phantasy Star Online,DC,Role-Playing,Sega,Sonic Team,89.0,0.2,2001-01-29,0.0,0.0,0.2,0.0,0.2,21.0,33.0,T,,,,,,,91.0,Phantasy Star Online,SonicTeam,Role-Playing;General,DC,89.0,84.0,not specified,Sega,6460.T
Enchanted Arms,PS3,Role-Playing,Ubisoft,From Software,59.0,0.2,2007-04-03,0.17,0.01,0.0,0.02,0.2,23.0,40.0,T,,,,,,,59.0,,,,,,,,Ubisoft,UBSFY
